image,true_class,predicted_class,confidence,iou,error_type
Norway_002754,D20,None,,,FN
Norway_002776,D00,None,,,FN
Norway_002789,D10,D10,0.435298,0.6886,TP
Norway_002819,D00,D00,0.378666,0.7632,TP
Norway_002819,D00,None,,,FN
Norway_002819,D00,None,,,FN
Norway_002827,D00,None,,,FN
Norway_002827,D10,None,,,FN
Norway_002861,D00,D00,0.608555,0.8987,TP
Norway_002861,D00,D00,0.711709,0.6876,TP
Norway_002861,D00,D00,0.41583,0.6499,TP
Norway_002861,None,D10,0.437413,,FP
Norway_002914,D10,None,,,FN
Norway_002914,D10,None,,,FN
Norway_002914,D00,None,,,FN
Norway_002914,D00,None,,,FN
Norway_002914,None,D10,0.29583,,FP
Norway_002938,D00,None,,,FN
Norway_002938,D00,None,,,FN
Norway_003035,D20,None,,,FN
Norway_003050,D00,None,,,FN
Norway_003079,D40,None,,,FN
Norway_003109,D10,None,,,FN
Norway_003122,D00,D00,0.740176,0.9093,TP
Norway_003122,D00,D00,0.440152,0.8523,TP
Norway_003122,D00,D00,0.260652,0.8348,TP
Norway_003122,D00,D00,0.455283,0.7695,TP
Norway_003122,D00,D00,0.417096,0.7109,TP
Norway_003122,D00,D00,0.503928,0.581,TP
Norway_003122,D00,None,,,FN
Norway_003122,D00,None,,,FN
Norway_003122,D10,None,,,FN
Norway_003122,D10,None,,,FN
Norway_003122,D00,None,,,FN
Norway_003122,D00,None,,,FN
Norway_003122,D00,None,,,FN
Norway_003122,D10,None,,,FN
Norway_003122,D00,None,,,FN
Norway_003122,D00,None,,,FN
Norway_003122,None,D00,0.373955,,FP
Norway_003122,None,D00,0.356694,,FP
Norway_003122,None,D00,0.340944,,FP
Norway_003122,None,D00,0.331085,,FP
Norway_003122,None,D10,0.301655,,FP
Norway_003122,None,D00,0.276298,,FP
Norway_003146,D00,None,,,FN
Norway_003146,D00,None,,,FN
Norway_003146,D00,None,,,FN
Norway_003146,None,D00,0.261849,,FP
Norway_003148,D00,None,,,FN
Norway_003148,D10,None,,,FN
Norway_003148,D00,None,,,FN
Norway_003148,D00,None,,,FN
Norway_003148,None,D10,0.27669,,FP
Norway_003204,D00,None,,,FN
Norway_003267,D40,D40,0.312793,0.6443,TP
Norway_003306,D00,None,,,FN
Norway_003347,D00,D00,0.806954,0.8465,TP
Norway_003347,D00,D00,0.622167,0.7443,TP
Norway_003347,D00,None,,,FN
Norway_003347,D00,None,,,FN
Norway_003347,D00,None,,,FN
Norway_003347,None,D00,0.630151,,FP
Norway_003347,None,D00,0.350659,,FP
Norway_003362,D00,D00,0.354464,0.7825,TP
Norway_003362,D00,D00,0.599084,0.5833,TP
Norway_003362,D10,None,,,FN
Norway_003362,D00,None,,,FN
Norway_003362,D00,None,,,FN
Norway_003362,D00,None,,,FN
Norway_003362,D00,None,,,FN
Norway_003362,D10,None,,,FN
Norway_003362,D40,None,,,FN
Norway_003362,D00,None,,,FN
Norway_003362,D10,None,,,FN
Norway_003362,D00,None,,,FN
Norway_003362,D00,None,,,FN
Norway_003362,D10,None,,,FN
Norway_003362,D00,None,,,FN
Norway_003362,D00,None,,,FN
Norway_003362,D10,None,,,FN
Norway_003362,D00,None,,,FN
Norway_003362,D10,None,,,FN
Norway_003362,D10,None,,,FN
Norway_003362,D10,None,,,FN
Norway_003362,D10,None,,,FN
Norway_003362,None,D00,0.293857,,FP
Norway_003362,None,D00,0.279522,,FP
Norway_003380,D00,D00,0.746055,0.9508,TP
Norway_003396,D00,None,,,FN
Norway_003412,D10,None,,,FN
Norway_003442,D00,D00,0.424136,0.6877,TP
Norway_003454,D00,None,,,FN
Norway_003467,D10,D10,0.332092,0.6573,TP
Norway_003467,D10,None,,,FN
Norway_003467,D00,None,,,FN
Norway_003467,D40,None,,,FN
Norway_003467,D00,None,,,FN
Norway_003467,None,D00,0.262268,,FP
Norway_003490,D00,D00,0.463353,0.5333,TP
Norway_003499,D00,D00,0.442388,0.9122,TP
Norway_003499,D00,D00,0.41234,0.7359,TP
Norway_003499,D00,None,,,FN
Norway_003499,D10,None,,,FN
Norway_003499,D00,None,,,FN
Norway_003499,D00,None,,,FN
Norway_003499,D00,None,,,FN
Norway_003499,D00,None,,,FN
Norway_003499,D00,None,,,FN
Norway_003499,D10,None,,,FN
Norway_003499,None,D00,0.492479,,FP
Norway_003503,D00,D00,0.64517,0.7807,TP
Norway_003574,D00,D00,0.764785,0.9218,TP
Norway_003574,D00,D00,0.432583,0.8905,TP
Norway_003574,D00,D00,0.540623,0.8021,TP
Norway_003574,D00,D10,0.343333,0.7824,Misclassification
Norway_003574,D00,D00,0.645909,0.7661,TP
Norway_003574,D10,D10,0.32678,0.6292,TP
Norway_003574,D00,D00,0.722873,0.5027,TP
Norway_003574,D10,None,,,FN
Norway_003574,D00,None,,,FN
Norway_003574,D00,None,,,FN
Norway_003574,D10,None,,,FN
Norway_003574,D00,None,,,FN
Norway_003574,D00,None,,,FN
Norway_003574,D00,None,,,FN
Norway_003574,D10,None,,,FN
Norway_003574,D00,None,,,FN
Norway_003574,D00,None,,,FN
Norway_003574,D00,None,,,FN
Norway_003574,D00,None,,,FN
Norway_003574,D10,None,,,FN
Norway_003574,None,D00,0.279842,,FP
Norway_003597,D10,D10,0.419728,0.7612,TP
Norway_003597,D00,None,,,FN
Norway_003597,None,D00,0.383901,,FP
Norway_003597,None,D00,0.315971,,FP
Norway_003619,D00,D00,0.739148,0.8878,TP
Norway_003654,D00,None,,,FN
Norway_003654,D00,None,,,FN
Norway_003656,D00,D00,0.274304,0.7019,TP
Norway_003656,D00,None,,,FN
Norway_003656,D00,None,,,FN
Norway_003656,None,D00,0.639877,,FP
Norway_003656,None,D00,0.305564,,FP
Norway_003661,D00,D00,0.784037,0.8406,TP
Norway_003661,D00,D00,0.289741,0.6794,TP
Norway_003661,D00,None,,,FN
Norway_003661,D00,None,,,FN
Norway_003661,None,D00,0.48785,,FP
Norway_003661,None,D00,0.360528,,FP
Norway_003721,D00,D00,0.364723,0.9071,TP
Norway_003721,D10,D10,0.575307,0.7835,TP
Norway_003721,D10,D10,0.264366,0.5906,TP
Norway_003721,D00,None,,,FN
Norway_003721,D10,None,,,FN
Norway_003721,D10,None,,,FN
Norway_003721,D00,None,,,FN
Norway_003721,D00,None,,,FN
Norway_003721,D10,None,,,FN
Norway_003721,D00,None,,,FN
Norway_003721,D00,None,,,FN
Norway_003721,None,D00,0.291395,,FP
Norway_003721,None,D00,0.269535,,FP
Norway_003723,D00,D00,0.283852,0.5454,TP
Norway_003767,D00,D00,0.822582,0.8317,TP
Norway_003767,D00,D00,0.26138,0.6546,TP
Norway_003767,D00,None,,,FN
Norway_003767,D20,None,,,FN
Norway_003767,None,D20,0.502065,,FP
Norway_003785,D00,None,,,FN
Norway_003785,D00,None,,,FN
Norway_003785,D00,None,,,FN
Norway_003785,D00,None,,,FN
Norway_003785,D00,None,,,FN
Norway_003851,D10,D10,0.490508,0.8916,TP
Norway_003851,None,D10,0.484918,,FP
Norway_003856,D10,None,,,FN
Norway_003856,D10,None,,,FN
Norway_003856,D10,None,,,FN
Norway_003856,None,D10,0.627137,,FP
Norway_003856,None,D00,0.290458,,FP
Norway_003859,D00,D00,0.495248,0.8354,TP
Norway_003859,D00,None,,,FN
Norway_003859,D00,None,,,FN
Norway_003859,D00,None,,,FN
Norway_003859,D00,None,,,FN
Norway_003859,D00,None,,,FN
Norway_003859,D40,None,,,FN
Norway_003859,D20,None,,,FN
Norway_003859,D20,None,,,FN
Norway_003859,None,D20,0.279122,,FP
Norway_003933,D00,None,,,FN
Norway_003933,D00,None,,,FN
Norway_003945,D00,D00,0.404307,0.9336,TP
Norway_003945,D00,D00,0.502327,0.73,TP
Norway_003945,D00,None,,,FN
Norway_003945,D10,None,,,FN
Norway_003945,D00,None,,,FN
Norway_003958,D00,D00,0.501972,0.7558,TP
Norway_003958,D00,D00,0.673401,0.7171,TP
Norway_003958,D10,D10,0.306121,0.6077,TP
Norway_003958,D10,None,,,FN
Norway_003958,D00,None,,,FN
Norway_003958,D00,None,,,FN
Norway_003958,D00,None,,,FN
Norway_003958,D00,None,,,FN
Norway_003958,None,D00,0.649351,,FP
Norway_003963,D00,D00,0.652105,0.858,TP
Norway_003963,D00,None,,,FN
Norway_003963,D00,None,,,FN
Norway_003963,None,D00,0.271996,,FP
Norway_003964,D00,None,,,FN
Norway_003964,D00,None,,,FN
Norway_003964,D00,None,,,FN
Norway_003964,D00,None,,,FN
Norway_003964,None,D00,0.265575,,FP
Norway_004008,None,D00,0.538703,,FP
Norway_004008,None,D10,0.303247,,FP
Norway_004021,D10,D10,0.506525,0.7963,TP
Norway_004021,None,D10,0.287015,,FP
Norway_004025,D00,D00,0.843301,0.9661,TP
Norway_004025,D00,D00,0.470173,0.7471,TP
Norway_004025,D00,D00,0.586826,0.7093,TP
Norway_004050,D00,D00,0.747151,0.7814,TP
Norway_004050,D00,D00,0.306989,0.6187,TP
Norway_004050,D00,D00,0.730546,0.6063,TP
Norway_004050,None,D00,0.330697,,FP
Norway_004050,None,D00,0.284055,,FP
Norway_004083,D00,D00,0.645889,0.7045,TP
Norway_004083,D00,None,,,FN
Norway_004083,D00,None,,,FN
Norway_004083,D00,None,,,FN
Norway_004092,D00,D00,0.529116,0.8381,TP
Norway_004092,D10,D10,0.26146,0.5738,TP
Norway_004092,D00,D00,0.284849,0.5381,TP
Norway_004092,D00,None,,,FN
Norway_004092,D00,None,,,FN
Norway_004092,D10,None,,,FN
Norway_004092,D00,None,,,FN
Norway_004092,D00,None,,,FN
Norway_004092,D00,None,,,FN
Norway_004092,D00,None,,,FN
Norway_004092,D00,None,,,FN
Norway_004092,D00,None,,,FN
Norway_004092,D00,None,,,FN
Norway_004092,None,D00,0.720316,,FP
Norway_004092,None,D10,0.294501,,FP
Norway_004095,D00,D00,0.815116,0.9208,TP
Norway_004095,D00,None,,,FN
Norway_004095,D10,None,,,FN
Norway_004095,D00,None,,,FN
Norway_004120,D20,D20,0.552085,0.8586,TP
Norway_004120,D00,D00,0.264361,0.7655,TP
Norway_004120,D00,None,,,FN
Norway_004120,D00,None,,,FN
Norway_004120,D00,None,,,FN
Norway_004120,None,D00,0.288737,,FP
Norway_004130,D10,D10,0.467611,0.7465,TP
Norway_004130,D00,D00,0.633737,0.7405,TP
Norway_004130,D00,None,,,FN
Norway_004142,D00,D00,0.513337,0.9159,TP
Norway_004142,D00,None,,,FN
Norway_004142,D00,None,,,FN
Norway_004142,D00,None,,,FN
Norway_004142,D00,None,,,FN
Norway_004142,D00,None,,,FN
Norway_004142,None,D00,0.777078,,FP
Norway_004142,None,D00,0.394819,,FP
Norway_004157,D00,D00,0.265719,0.9111,TP
Norway_004157,None,D00,0.334911,,FP
Norway_004169,D00,D00,0.543354,0.9012,TP
Norway_004169,D00,D00,0.285857,0.8638,TP
Norway_004169,D00,D00,0.543871,0.8549,TP
Norway_004169,D00,D00,0.687708,0.785,TP
Norway_004169,D00,D00,0.348492,0.628,TP
Norway_004169,D00,None,,,FN
Norway_004169,D00,None,,,FN
Norway_004169,D20,None,,,FN
Norway_004169,D00,None,,,FN
Norway_004169,D10,None,,,FN
Norway_004169,D00,None,,,FN
Norway_004169,D10,None,,,FN
Norway_004169,D00,None,,,FN
Norway_004169,None,D00,0.332598,,FP
Norway_004169,None,D10,0.273287,,FP
Norway_004169,None,D00,0.260528,,FP
Norway_004206,D00,None,,,FN
Norway_004206,D00,None,,,FN
Norway_004206,D00,None,,,FN
Norway_004206,D00,None,,,FN
Norway_004206,D00,None,,,FN
Norway_004206,D00,None,,,FN
Norway_004206,None,D00,0.392316,,FP
Norway_004227,D00,None,,,FN
Norway_004227,D10,None,,,FN
Norway_004227,None,D00,0.267984,,FP
Norway_004322,D00,D00,0.663127,0.8835,TP
Norway_004322,D00,D00,0.451946,0.7015,TP
Norway_004322,D00,None,,,FN
Norway_004322,D00,None,,,FN
Norway_004322,D00,None,,,FN
Norway_004322,D00,None,,,FN
Norway_004322,D00,None,,,FN
Norway_004322,D10,None,,,FN
Norway_004322,D10,None,,,FN
Norway_004322,D00,None,,,FN
Norway_004322,None,D00,0.310121,,FP
Norway_004338,None,D00,0.463579,,FP
Norway_004374,D00,None,,,FN
Norway_004374,D00,None,,,FN
Norway_004374,D00,None,,,FN
Norway_004397,D00,D00,0.604268,0.7328,TP
Norway_004397,D00,D00,0.389437,0.7121,TP
Norway_004397,D00,D00,0.295986,0.679,TP
Norway_004397,D00,None,,,FN
Norway_004397,D00,None,,,FN
Norway_004397,None,D00,0.274954,,FP
Norway_004419,D00,D00,0.756897,0.9136,TP
Norway_004419,D00,D00,0.652269,0.8248,TP
Norway_004419,D00,D00,0.477474,0.8198,TP
Norway_004419,D00,D00,0.269394,0.8182,TP
Norway_004419,D10,D10,0.330837,0.7674,TP
Norway_004419,D00,None,,,FN
Norway_004419,D00,None,,,FN
Norway_004419,D10,None,,,FN
Norway_004419,D00,None,,,FN
Norway_004419,D00,None,,,FN
Norway_004419,D00,None,,,FN
Norway_004419,D00,None,,,FN
Norway_004419,D00,None,,,FN
Norway_004419,None,D00,0.360199,,FP
Norway_004419,None,D00,0.279553,,FP
Norway_004419,None,D00,0.2601,,FP
Norway_004433,D10,None,,,FN
Norway_004473,D00,None,,,FN
Norway_004473,D00,None,,,FN
Norway_004473,None,D40,0.342556,,FP
Norway_004487,D00,D00,0.264162,0.8831,TP
Norway_004487,D00,D00,0.46552,0.715,TP
Norway_004487,D00,None,,,FN
Norway_004487,D00,None,,,FN
Norway_004591,D00,D00,0.568069,0.929,TP
Norway_004591,D00,None,,,FN
Norway_004591,D00,None,,,FN
Norway_004591,D00,None,,,FN
Norway_004591,D00,None,,,FN
Norway_004591,None,D00,0.350905,,FP
Norway_004624,D00,None,,,FN
Norway_004628,D10,D10,0.344333,0.6019,TP
Norway_004635,D00,D00,0.596922,0.8998,TP
Norway_004657,D00,D00,0.651947,0.8316,TP
Norway_004706,D00,D00,0.718238,0.783,TP
Norway_004706,D00,D00,0.534854,0.6849,TP
Norway_004706,D00,None,,,FN
Norway_004706,None,D00,0.354135,,FP
Norway_004777,D00,D00,0.27494,0.7924,TP
Norway_004777,None,D00,0.313776,,FP
Norway_004812,D00,None,,,FN
Norway_004840,D00,None,,,FN
Norway_004843,D00,D00,0.73507,0.9342,TP
Norway_004855,D10,None,,,FN
Norway_004855,D10,None,,,FN
Norway_004855,None,D00,0.388084,,FP
Norway_004891,D20,D20,0.704074,0.6475,TP
Norway_004891,D20,D20,0.293367,0.5415,TP
Norway_004891,D40,None,,,FN
Norway_004891,D20,None,,,FN
Norway_004891,D40,None,,,FN
Norway_004891,D00,None,,,FN
Norway_004891,D40,None,,,FN
Norway_004891,D40,None,,,FN
Norway_004891,D40,None,,,FN
Norway_004891,D40,None,,,FN
Norway_004891,D00,None,,,FN
Norway_004891,D40,None,,,FN
Norway_004891,D40,None,,,FN
Norway_004891,D40,None,,,FN
Norway_004891,None,D00,0.415445,,FP
Norway_004891,None,D20,0.266745,,FP
Norway_004924,D00,D00,0.560712,0.8692,TP
Norway_004966,D00,None,,,FN
Norway_004966,D00,None,,,FN
Norway_004966,D00,None,,,FN
Norway_004966,D00,None,,,FN
Norway_004981,D10,None,,,FN
Norway_004995,D00,None,,,FN
Norway_005041,D00,None,,,FN
Norway_005041,D40,None,,,FN
Norway_005043,D10,None,,,FN
Norway_005043,D10,None,,,FN
Norway_005043,D10,None,,,FN
Norway_005105,D00,D00,0.656605,0.9102,TP
Norway_005105,D00,None,,,FN
Norway_005105,D00,None,,,FN
Norway_005105,D00,None,,,FN
Norway_005105,None,D00,0.266695,,FP
Norway_005133,D00,D00,0.837503,0.9506,TP
Norway_005136,D00,None,,,FN
Norway_005144,D10,None,,,FN
Norway_005144,D00,None,,,FN
Norway_005144,D20,None,,,FN
Norway_005160,D00,None,,,FN
Norway_005160,D00,None,,,FN
Norway_005168,D00,D00,0.496857,0.8164,TP
Norway_005199,D00,D00,0.677508,0.846,TP
Norway_005199,D10,D10,0.350852,0.692,TP
Norway_005199,D00,None,,,FN
Norway_005199,D00,None,,,FN
Norway_005199,D00,None,,,FN
Norway_005199,D00,None,,,FN
Norway_005203,D00,None,,,FN
Norway_005219,D00,D00,0.39273,0.9085,TP
Norway_005219,D00,D00,0.358017,0.8083,TP
Norway_005219,D10,D10,0.350213,0.7082,TP
Norway_005219,D00,None,,,FN
Norway_005219,D00,None,,,FN
Norway_005219,D00,None,,,FN
Norway_005219,D00,None,,,FN
Norway_005219,D20,None,,,FN
Norway_005219,D00,None,,,FN
Norway_005219,D20,None,,,FN
Norway_005219,D00,None,,,FN
Norway_005219,D00,None,,,FN
Norway_005219,D00,None,,,FN
Norway_005219,D20,None,,,FN
Norway_005253,D20,D20,0.460245,0.8652,TP
Norway_005253,D10,None,,,FN
Norway_005253,D40,None,,,FN
Norway_005253,D00,None,,,FN
Norway_005253,None,D20,0.426405,,FP
Norway_005253,None,D10,0.401599,,FP
Norway_005274,D00,D00,0.507754,0.807,TP
Norway_005274,D00,D00,0.275393,0.5503,TP
Norway_005274,D00,None,,,FN
Norway_005274,D00,None,,,FN
Norway_005274,D00,None,,,FN
Norway_005274,D00,None,,,FN
Norway_005274,D00,None,,,FN
Norway_005274,None,D00,0.620948,,FP
Norway_005322,D40,None,,,FN
Norway_005342,None,D00,0.304471,,FP
Norway_005374,D00,D00,0.542392,0.751,TP
Norway_005374,D00,D00,0.625625,0.7283,TP
Norway_005374,D10,D10,0.426099,0.6912,TP
Norway_005374,D00,None,,,FN
Norway_005374,None,D00,0.316837,,FP
Norway_005374,None,D00,0.297414,,FP
Norway_005397,D00,D00,0.695044,0.6399,TP
Norway_005437,D10,D10,0.34355,0.5473,TP
Norway_005437,D10,None,,,FN
Norway_005437,None,D10,0.277047,,FP
Norway_005450,D40,None,,,FN
Norway_005456,D00,None,,,FN
Norway_005456,D00,None,,,FN
Norway_005503,D20,None,,,FN
Norway_005503,D20,None,,,FN
Norway_005511,D00,None,,,FN
Norway_005560,D00,None,,,FN
Norway_005560,D00,None,,,FN
Norway_005569,D00,D00,0.597026,0.8947,TP
Norway_005569,D00,None,,,FN
Norway_005569,None,D10,0.354778,,FP
Norway_005584,D00,None,,,FN
Norway_005584,D00,None,,,FN
Norway_005584,D00,None,,,FN
Norway_005657,D00,D00,0.815282,0.9348,TP
Norway_005657,D00,D00,0.735055,0.9099,TP
Norway_005660,D40,D40,0.320235,0.7178,TP
Norway_005660,D00,D00,0.336316,0.7131,TP
Norway_005660,D40,D40,0.389536,0.5731,TP
Norway_005689,D00,D00,0.720074,0.8636,TP
Norway_005689,D00,D00,0.506395,0.5192,TP
Norway_005689,D00,None,,,FN
Norway_005689,D00,None,,,FN
Norway_005689,D00,None,,,FN
Norway_005689,D00,None,,,FN
Norway_005689,D00,None,,,FN
Norway_005689,D00,None,,,FN
Norway_005689,D10,None,,,FN
Norway_005689,None,D00,0.651065,,FP
Norway_005689,None,D00,0.288567,,FP
Norway_005701,D20,D20,0.466816,0.8753,TP
Norway_005701,D00,D00,0.31508,0.7659,TP
Norway_005701,D00,D00,0.40308,0.7278,TP
Norway_005701,D00,None,,,FN
Norway_005701,D00,None,,,FN
Norway_005701,D10,None,,,FN
Norway_005701,D10,None,,,FN
Norway_005701,None,D00,0.665022,,FP
Norway_005701,None,D00,0.499358,,FP
Norway_005701,None,D00,0.344342,,FP
Norway_005701,None,D00,0.308423,,FP
Norway_005701,None,D10,0.30509,,FP
Norway_005701,None,D00,0.276567,,FP
Norway_005701,None,D00,0.270682,,FP
Norway_005723,D00,None,,,FN
Norway_005735,D00,D00,0.707133,0.9598,TP
Norway_005743,D00,D00,0.281716,0.7736,TP
Norway_005743,D10,None,,,FN
Norway_005743,D10,None,,,FN
Norway_005743,D00,None,,,FN
Norway_005793,D00,None,,,FN
Norway_005793,D00,None,,,FN
Norway_005793,D00,None,,,FN
Norway_005793,None,D00,0.463284,,FP
Norway_005820,D40,None,,,FN
Norway_005820,D00,None,,,FN
Norway_005820,D00,None,,,FN
Norway_005861,D00,D00,0.872957,0.9069,TP
Norway_005943,D00,D00,0.742171,0.871,TP
Norway_005943,D00,D00,0.315082,0.7819,TP
Norway_005943,D10,D10,0.265803,0.6921,TP
Norway_005943,D00,None,,,FN
Norway_005943,D00,None,,,FN
Norway_005943,D00,None,,,FN
Norway_005943,D10,None,,,FN
Norway_005943,D00,None,,,FN
Norway_005943,D10,None,,,FN
Norway_005943,D00,None,,,FN
Norway_005943,D10,None,,,FN
Norway_005943,None,D00,0.615358,,FP
Norway_005943,None,D00,0.485845,,FP
Norway_005943,None,D00,0.374089,,FP
Norway_005973,D00,None,,,FN
Norway_005982,D20,D20,0.390035,0.5497,TP
Norway_005982,D00,D00,0.300337,0.5239,TP
Norway_005982,None,D20,0.443262,,FP
Norway_005998,None,D00,0.360545,,FP
Norway_005999,D00,None,,,FN
Norway_005999,D00,None,,,FN
Norway_005999,None,D00,0.326343,,FP
Norway_006057,D00,None,,,FN
Norway_006070,D00,None,,,FN
Norway_006070,D00,None,,,FN
Norway_006070,D00,None,,,FN
Norway_006070,D00,None,,,FN
Norway_006070,D10,None,,,FN
Norway_006070,None,D00,0.399979,,FP
Norway_006070,None,D00,0.399079,,FP
Norway_006073,D10,None,,,FN
Norway_006083,D10,None,,,FN
Norway_006112,D00,None,,,FN
Norway_006112,D00,None,,,FN
Norway_006112,D00,None,,,FN
Norway_006112,D00,None,,,FN
Norway_006112,D00,None,,,FN
Norway_006112,D00,None,,,FN
Norway_006112,D00,None,,,FN
Norway_006112,D00,None,,,FN
Norway_006160,D00,D00,0.564559,0.9216,TP
Norway_006166,D00,D00,0.435424,0.6958,TP
Norway_006166,None,D00,0.276628,,FP
Norway_006174,D00,D00,0.494647,0.9199,TP
Norway_006174,D10,None,,,FN
Norway_006178,D00,D00,0.750683,0.9399,TP
Norway_006178,D00,D00,0.533612,0.8446,TP
Norway_006178,D00,D00,0.433424,0.7878,TP
Norway_006178,D00,D00,0.499835,0.649,TP
Norway_006178,D00,None,,,FN
Norway_006178,D10,None,,,FN
Norway_006178,D00,None,,,FN
Norway_006178,D00,None,,,FN
Norway_006178,D00,None,,,FN
Norway_006178,D00,None,,,FN
Norway_006178,D00,None,,,FN
Norway_006178,D00,None,,,FN
Norway_006178,D00,None,,,FN
Norway_006178,D00,None,,,FN
Norway_006178,None,D00,0.606237,,FP
Norway_006178,None,D00,0.545908,,FP
Norway_006178,None,D00,0.292821,,FP
Norway_006178,None,D00,0.26702,,FP
Norway_006228,D00,None,,,FN
Norway_006245,D00,None,,,FN
Norway_006255,D00,D00,0.456267,0.7647,TP
Norway_006255,D00,None,,,FN
Norway_006269,D00,D00,0.71851,0.9114,TP
Norway_006269,D00,D00,0.307974,0.7172,TP
Norway_006269,None,D00,0.329073,,FP
Norway_006269,None,D00,0.283795,,FP
Norway_006271,D00,D00,0.651732,0.914,TP
Norway_006271,D00,None,,,FN
Norway_006271,D00,None,,,FN
Norway_006312,D00,D00,0.826415,0.9014,TP
Norway_006330,D00,D00,0.422527,0.958,TP
Norway_006330,D10,D10,0.54243,0.8319,TP
Norway_006330,None,D00,0.282714,,FP
Norway_006358,D00,D00,0.726022,0.7647,TP
Norway_006358,D00,D00,0.540178,0.6445,TP
Norway_006358,D10,D10,0.346703,0.5292,TP
Norway_006358,D10,None,,,FN
Norway_006358,D10,None,,,FN
Norway_006358,D00,None,,,FN
Norway_006358,D00,None,,,FN
Norway_006358,D10,None,,,FN
Norway_006358,D00,None,,,FN
Norway_006358,None,D10,0.277451,,FP
Norway_006378,D00,None,,,FN
Norway_006389,None,D00,0.709915,,FP
Norway_006389,None,D10,0.339031,,FP
Norway_006389,None,D10,0.267445,,FP
Norway_006411,D00,None,,,FN
Norway_006411,D40,None,,,FN
Norway_006411,D00,None,,,FN
Norway_006412,None,D00,0.31664,,FP
Norway_006416,D00,None,,,FN
Norway_006416,None,D00,0.498845,,FP
Norway_006434,D00,None,,,FN
Norway_006482,D00,D00,0.283916,0.5342,TP
Norway_006482,D00,None,,,FN
Norway_006546,D00,None,,,FN
Norway_006546,None,D00,0.297356,,FP
Norway_006556,D00,D00,0.636105,0.9661,TP
Norway_006556,D00,D00,0.781501,0.9467,TP
Norway_006556,D00,D00,0.289598,0.8326,TP
Norway_006556,D00,D00,0.2924,0.5773,TP
Norway_006556,D00,D00,0.500855,0.5342,TP
Norway_006556,D00,None,,,FN
Norway_006556,D00,None,,,FN
Norway_006556,D00,None,,,FN
Norway_006556,D00,None,,,FN
Norway_006556,D00,None,,,FN
Norway_006556,D00,None,,,FN
Norway_006556,D00,None,,,FN
Norway_006556,D00,None,,,FN
Norway_006556,D00,None,,,FN
Norway_006556,D10,None,,,FN
Norway_006556,D00,None,,,FN
Norway_006556,D00,None,,,FN
Norway_006556,D00,None,,,FN
Norway_006556,D00,None,,,FN
Norway_006556,D00,None,,,FN
Norway_006556,D00,None,,,FN
Norway_006556,D00,None,,,FN
Norway_006556,D00,None,,,FN
Norway_006556,D00,None,,,FN
Norway_006556,D00,None,,,FN
Norway_006556,D00,None,,,FN
Norway_006556,D00,None,,,FN
Norway_006556,D00,None,,,FN
Norway_006556,D00,None,,,FN
Norway_006556,D10,None,,,FN
Norway_006556,D00,None,,,FN
Norway_006556,None,D00,0.476832,,FP
Norway_006556,None,D00,0.469013,,FP
Norway_006556,None,D00,0.420763,,FP
Norway_006556,None,D00,0.290447,,FP
Norway_006642,D00,D00,0.603394,0.7984,TP
Norway_006642,D00,D00,0.555883,0.6944,TP
Norway_006642,None,D00,0.528522,,FP
Norway_006642,None,D00,0.309398,,FP
Norway_006681,D00,D00,0.264782,0.7709,TP
